O,A-1,A-2,A-3,A-4,A-5,A-all,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-all
3.538461538,0.346153846,0.230769231,0.384615385,0.153846154,0.269230769,3.615384615,-0.038461538,0.307692308,0.0,0.038461538,0.538461538,0.153846154,-0.153846154,0.269230769,3.346153846
3.538461538,0.384615385,0.5,0.423076923,0.5,0.5,3.653846154,0.384615385,0.384615385,0.384615385,0.346153846,0.461538462,0.269230769,0.230769231,0.423076923,3.538461538
3.538461538,0.153846154,0.076923077,0.038461538,0.384615385,0.230769231,3.269230769,0.269230769,0.346153846,0.192307692,0.307692308,0.576923077,0.346153846,0.192307692,0.576923077,3.461538462
3.538461538,0.5,0.307692308,0.423076923,0.346153846,0.230769231,3.346153846,0.115384615,0.5,0.115384615,0.269230769,0.769230769,0.461538462,0.230769231,0.576923077,3.461538462
3.538461538,0.192307692,0.153846154,0.269230769,0.269230769,0.192307692,3.423076923,0.153846154,0.192307692,0.153846154,0.307692308,0.5,0.192307692,0.230769231,0.461538462,3.384615385
3.538461538,0.230769231,0.115384615,0.346153846,0.269230769,0.192307692,3.461538462,0.269230769,0.384615385,0.269230769,0.346153846,0.461538462,0.307692308,0.269230769,0.423076923,3.5
3.538461538,0.384615385,0.384615385,0.346153846,0.153846154,0.192307692,3.461538462,0.384615385,0.307692308,0.115384615,0.0,0.192307692,0.192307692,0.0,0.5,3.307692308
3.538461538,0.384615385,0.230769231,0.384615385,0.230769231,0.115384615,3.5,0.192307692,0.307692308,0.038461538,0.153846154,0.038461538,0.153846154,0.076923077,0.538461538,3.461538462
3.538461538,0.269230769,0.230769231,0.384615385,0.269230769,-0.038461538,3.5,0.307692308,0.153846154,0.192307692,0.153846154,-0.192307692,0.269230769,0.192307692,0.384615385,3.423076923
3.538461538,0.423076923,0.346153846,0.346153846,0.230769231,0.0,3.538461538,0.384615385,0.230769231,0.192307692,0.153846154,0.115384615,0.076923077,0.076923077,0.384615385,3.384615385
3.538461538,0.307692308,0.076923077,0.307692308,0.230769231,0.307692308,3.576923077,0.076923077,0.192307692,0.230769231,0.192307692,0.115384615,0.192307692,0.269230769,0.423076923,3.346153846
3.538461538,0.230769231,0.346153846,0.346153846,0.230769231,0.115384615,3.576923077,0.384615385,0.307692308,0.269230769,0.038461538,0.153846154,0.115384615,0.192307692,0.346153846,3.576923077
3.538461538,0.346153846,0.0,0.423076923,0.192307692,0.115384615,3.653846154,0.346153846,0.230769231,0.153846154,0.115384615,0.346153846,0.192307692,0.230769231,0.576923077,3.653846154
3.538461538,0.538461538,0.5,0.576923077,0.384615385,0.346153846,3.653846154,0.076923077,0.038461538,0.230769231,0.153846154,0.461538462,0.346153846,0.115384615,0.576923077,3.423076923
3.538461538,0.5,0.384615385,0.615384615,0.423076923,0.307692308,3.653846154,-0.038461538,0.461538462,0.115384615,0.269230769,0.5,0.384615385,0.115384615,0.461538462,3.346153846
3.538461538,0.384615385,0.461538462,0.153846154,0.384615385,0.307692308,3.692307692,0.115384615,0.269230769,0.0,0.192307692,0.538461538,0.384615385,0.076923077,0.5,3.461538462
3.538461538,0.423076923,0.346153846,0.653846154,0.461538462,0.192307692,3.692307692,0.461538462,0.269230769,0.230769231,0.153846154,0.153846154,0.423076923,0.076923077,0.423076923,3.5
3.538461538,0.576923077,0.423076923,0.538461538,0.269230769,0.307692308,3.730769231,0.115384615,0.346153846,0.0,0.346153846,0.769230769,0.384615385,0.307692308,-0.038461538,3.384615385
3.538461538,0.538461538,0.576923077,0.538461538,0.5,0.192307692,3.807692308,0.153846154,0.192307692,0.384615385,0.346153846,0.038461538,0.461538462,0.423076923,0.423076923,3.269230769
3.538461538,0.230769231,0.153846154,0.423076923,0.269230769,0.115384615,3.576923077,0.307692308,0.230769231,-0.038461538,0.307692308,0.615384615,0.461538462,0.307692308,0.615384615,3.461538462
3.538461538,0.461538462,0.5,0.384615385,0.346153846,0.384615385,3.692307692,0.115384615,0.230769231,0.076923077,0.423076923,0.730769231,0.423076923,0.115384615,0.730769231,3.5
3.538461538,0.384615385,0.115384615,0.346153846,0.423076923,0.269230769,3.461538462,0.384615385,0.346153846,0.230769231,0.269230769,0.538461538,0.153846154,0.230769231,0.615384615,3.538461538
3.538461538,0.5,0.423076923,0.269230769,0.115384615,0.153846154,3.307692308,0.307692308,0.230769231,0.115384615,0.153846154,0.5,0.0,0.076923077,0.538461538,3.384615385
3.538461538,0.384615385,0.307692308,0.538461538,0.423076923,0.538461538,3.692307692,0.384615385,0.384615385,0.269230769,0.230769231,0.576923077,0.346153846,0.076923077,0.461538462,3.576923077
3.542857143,0.057142857,0.2,0.542857143,0.228571429,0.142857143,3.2,0.571428571,0.542857143,0.4,0.542857143,0.571428571,0.342857143,0.542857143,0.342857143,3.885714286
3.542857143,0.485714286,0.257142857,0.285714286,0.371428571,0.228571429,3.428571429,-0.171428571,0.228571429,0.114285714,-0.171428571,0.742857143,0.0,-0.028571429,0.714285714,3.228571429
3.551724138,0.379310345,0.172413793,0.275862069,0.172413793,0.24137931,3.275862069,0.103448276,0.448275862,0.206896552,0.103448276,0.689655172,0.275862069,0.137931034,0.206896552,3.586206897
3.551724138,0.448275862,0.310344828,0.448275862,0.344827586,0.379310345,3.551724138,0.137931034,0.275862069,0.310344828,0.379310345,0.620689655,0.275862069,0.206896552,0.620689655,3.517241379
3.551724138,0.482758621,0.275862069,0.172413793,0.344827586,0.24137931,3.551724138,-0.034482759,0.344827586,-0.103448276,0.172413793,0.24137931,-0.068965517,0.137931034,0.586206897,3.206896552
3.551724138,0.413793103,0.24137931,0.379310345,0.172413793,0.448275862,3.586206897,0.034482759,0.310344828,0.172413793,0.206896552,0.482758621,0.310344828,0.137931034,0.482758621,3.344827586
3.551724138,0.655172414,0.379310345,0.379310345,0.379310345,0.206896552,3.620689655,0.172413793,0.379310345,0.103448276,0.172413793,0.689655172,0.034482759,-0.068965517,0.689655172,3.379310345
3.551724138,0.413793103,0.172413793,0.586206897,0.275862069,0.137931034,3.620689655,-0.137931034,0.24137931,0.137931034,0.068965517,0.724137931,0.310344828,-0.034482759,0.586206897,3.206896552
3.551724138,0.206896552,0.344827586,0.379310345,0.172413793,0.275862069,3.517241379,0.206896552,0.275862069,0.24137931,0.24137931,0.689655172,0.206896552,0.172413793,0.482758621,3.413793103
3.551724138,0.344827586,0.275862069,0.413793103,0.310344828,0.24137931,3.551724138,0.344827586,0.413793103,0.448275862,0.344827586,0.724137931,0.24137931,0.344827586,0.689655172,3.413793103
3.551724138,0.586206897,0.482758621,0.586206897,0.379310345,0.206896552,3.75862069,0.172413793,0.206896552,0.172413793,0.379310345,0.586206897,0.034482759,0.379310345,0.75862069,3.379310345
3.551724138,0.379310345,0.379310345,0.24137931,0.103448276,0.24137931,3.586206897,0.448275862,0.413793103,0.310344828,0.310344828,0.620689655,-0.034482759,0.206896552,0.482758621,3.413793103
3.558823529,0.470588235,0.470588235,0.323529412,0.205882353,0.382352941,3.647058824,0.352941176,0.264705882,0.235294118,0.470588235,0.5,0.352941176,0.147058824,0.647058824,3.558823529
3.558823529,0.558823529,0.323529412,0.5,0.147058824,0.058823529,3.588235294,0.323529412,0.294117647,0.235294118,0.264705882,0.588235294,0.264705882,0.235294118,0.647058824,3.647058824
3.558823529,0.294117647,0.352941176,0.441176471,0.235294118,0.323529412,3.588235294,0.382352941,0.470588235,0.294117647,0.323529412,0.558823529,0.352941176,0.352941176,0.558823529,3.558823529
3.558823529,0.470588235,0.352941176,0.264705882,0.294117647,0.176470588,3.529411765,0.529411765,0.323529412,0.205882353,0.264705882,0.705882353,0.176470588,0.294117647,0.5,3.5
3.558823529,0.529411765,0.5,0.588235294,0.5,0.323529412,3.735294118,0.264705882,0.411764706,0.235294118,0.352941176,0.617647059,0.205882353,0.352941176,0.617647059,3.382352941
3.571428571,0.485714286,0.057142857,0.457142857,0.2,0.057142857,3.4,-0.114285714,0.085714286,0.085714286,0.257142857,0.257142857,0.085714286,0.085714286,0.428571429,3.2
3.571428571,0.314285714,0.457142857,0.371428571,0.342857143,0.228571429,3.514285714,0.0,0.371428571,0.028571429,0.342857143,0.6,0.314285714,0.2,0.628571429,3.514285714
3.571428571,0.228571429,0.485714286,-0.085714286,0.257142857,0.2,3.571428571,0.142857143,0.114285714,0.142857143,0.257142857,0.771428571,0.228571429,0.171428571,0.571428571,3.342857143
3.571428571,0.542857143,0.285714286,0.4,0.371428571,0.628571429,3.6,0.0,0.257142857,0.085714286,0.2,0.771428571,0.171428571,0.228571429,0.571428571,3.514285714
3.571428571,0.607142857,0.464285714,0.285714286,0.428571429,0.107142857,3.607142857,0.035714286,0.25,0.071428571,0.178571429,0.285714286,0.214285714,0.142857143,0.5,3.392857143
3.571428571,0.514285714,0.228571429,0.342857143,0.257142857,0.114285714,3.714285714,0.257142857,0.257142857,0.057142857,0.171428571,0.685714286,0.142857143,0.2,0.6,3.514285714
3.571428571,0.535714286,0.5,0.535714286,0.428571429,0.321428571,3.714285714,-0.035714286,0.285714286,0.071428571,0.214285714,0.535714286,0.071428571,0.214285714,0.678571429,3.464285714
3.571428571,0.535714286,0.535714286,0.821428571,0.357142857,0.25,3.75,0.071428571,0.071428571,0.0,0.178571429,0.607142857,0.25,0.035714286,0.607142857,3.392857143
3.571428571,0.678571429,0.321428571,0.071428571,0.428571429,0.607142857,3.75,0.357142857,0.535714286,0.285714286,0.321428571,0.714285714,0.321428571,0.214285714,0.785714286,3.392857143
3.571428571,0.714285714,0.342857143,0.6,0.4,0.571428571,3.8,-0.171428571,0.171428571,-0.228571429,0.057142857,0.171428571,0.028571429,-0.114285714,0.542857143,3.057142857
3.571428571,0.392857143,0.535714286,0.571428571,0.464285714,0.321428571,3.642857143,0.357142857,0.285714286,0.321428571,0.357142857,0.428571429,0.25,0.214285714,0.5,3.535714286
3.571428571,0.392857143,0.392857143,0.357142857,0.285714286,0.285714286,3.642857143,0.142857143,0.285714286,0.214285714,0.214285714,0.607142857,0.107142857,-0.035714286,0.5,3.392857143
3.571428571,0.607142857,0.535714286,0.392857143,0.25,0.357142857,3.642857143,0.571428571,0.428571429,0.392857143,0.142857143,0.464285714,0.285714286,0.071428571,0.571428571,3.321428571
3.576923077,0.269230769,0.230769231,0.346153846,0.307692308,0.461538462,3.5,0.230769231,0.423076923,0.230769231,0.230769231,0.307692308,0.269230769,0.076923077,0.653846154,3.615384615
3.576923077,0.346153846,0.192307692,0.269230769,0.307692308,0.153846154,3.538461538,0.076923077,0.346153846,0.115384615,0.269230769,0.423076923,0.115384615,0.192307692,0.576923077,3.346153846
3.576923077,0.346153846,0.423076923,0.423076923,0.384615385,0.269230769,3.538461538,0.038461538,0.384615385,0.269230769,0.153846154,0.538461538,0.384615385,0.230769231,0.538461538,3.423076923
3.576923077,0.538461538,0.346153846,0.384615385,0.384615385,0.307692308,3.615384615,0.192307692,0.269230769,0.192307692,0.230769231,0.038461538,-0.038461538,0.038461538,0.269230769,3.384615385
3.576923077,0.307692308,0.423076923,0.461538462,0.346153846,0.5,3.615384615,0.115384615,0.269230769,0.192307692,0.307692308,0.538461538,0.269230769,0.230769231,0.653846154,3.615384615
3.576923077,0.307692308,0.346153846,0.230769231,0.076923077,0.153846154,3.653846154,0.038461538,0.384615385,0.115384615,0.269230769,0.615384615,0.423076923,0.153846154,0.5,3.461538462
3.576923077,0.576923077,0.269230769,0.307692308,0.076923077,0.384615385,3.653846154,0.192307692,0.307692308,0.192307692,0.038461538,0.307692308,0.115384615,0.307692308,0.346153846,3.5
3.576923077,0.461538462,0.346153846,0.5,0.346153846,0.269230769,3.730769231,0.269230769,0.230769231,0.230769231,0.192307692,0.346153846,0.192307692,0.269230769,0.461538462,3.461538462
3.576923077,0.615384615,0.346153846,0.653846154,0.576923077,0.346153846,3.769230769,0.346153846,0.269230769,0.346153846,0.307692308,0.230769231,0.192307692,0.115384615,0.461538462,3.423076923
3.576923077,0.769230769,0.307692308,0.384615385,0.307692308,0.153846154,3.807692308,-0.192307692,0.192307692,-0.115384615,-0.076923077,0.192307692,0.192307692,-0.115384615,0.576923077,3.346153846
3.576923077,0.576923077,0.5,0.115384615,0.423076923,0.538461538,3.884615385,0.230769231,0.192307692,0.269230769,0.230769231,0.423076923,0.0,0.153846154,0.5,3.423076923
3.576923077,0.730769231,0.576923077,0.307692308,0.5,0.076923077,3.923076923,-0.192307692,0.269230769,0.038461538,0.153846154,0.692307692,0.346153846,0.115384615,0.5,3.346153846
3.576923077,0.269230769,0.384615385,0.576923077,0.461538462,0.384615385,3.461538462,0.730769231,0.5,0.5,0.461538462,0.769230769,0.5,0.5,0.769230769,3.807692308
3.576923077,0.769230769,0.538461538,0.384615385,0.346153846,0.269230769,3.730769231,-0.076923077,0.269230769,0.076923077,0.230769231,0.423076923,0.384615385,0.0,0.538461538,3.115384615
3.576923077,0.423076923,0.153846154,0.307692308,0.230769231,0.423076923,3.769230769,0.346153846,0.307692308,0.346153846,0.307692308,0.615384615,0.461538462,0.192307692,0.615384615,3.423076923
3.576923077,0.423076923,0.576923077,0.423076923,0.423076923,0.5,3.5,0.115384615,0.346153846,0.076923077,0.076923077,0.576923077,0.307692308,-0.038461538,0.769230769,3.5
3.576923077,0.538461538,0.269230769,0.461538462,0.423076923,0.269230769,3.615384615,0.230769231,0.269230769,0.346153846,0.307692308,0.538461538,0.230769231,0.115384615,0.576923077,3.538461538
3.576923077,0.346153846,0.346153846,0.192307692,0.269230769,0.153846154,3.538461538,0.307692308,0.307692308,0.192307692,0.307692308,0.653846154,0.269230769,0.0,0.576923077,3.538461538
3.576923077,0.192307692,0.307692308,0.346153846,0.269230769,0.153846154,3.538461538,0.076923077,0.230769231,0.269230769,0.153846154,0.115384615,0.192307692,0.230769231,0.5,3.5
3.576923077,0.230769231,0.307692308,0.192307692,0.0,0.230769231,3.538461538,0.192307692,0.269230769,0.192307692,0.269230769,0.038461538,0.153846154,0.192307692,0.538461538,3.269230769
3.576923077,0.346153846,0.307692308,0.230769231,0.230769231,0.115384615,3.576923077,0.153846154,0.192307692,0.038461538,0.269230769,0.269230769,0.192307692,0.038461538,0.307692308,3.346153846
3.576923077,0.076923077,0.038461538,0.307692308,0.384615385,0.0,3.615384615,0.384615385,0.230769231,0.153846154,0.307692308,0.230769231,0.076923077,0.307692308,0.307692308,3.615384615
3.576923077,0.461538462,0.346153846,0.461538462,0.5,0.346153846,3.692307692,0.269230769,0.269230769,0.269230769,0.307692308,0.230769231,0.192307692,0.153846154,0.5,3.423076923
3.576923077,0.307692308,0.538461538,0.269230769,0.192307692,0.269230769,3.730769231,0.423076923,0.384615385,0.153846154,0.115384615,0.384615385,0.038461538,0.269230769,0.576923077,3.423076923
3.576923077,0.576923077,0.423076923,0.269230769,0.153846154,0.192307692,3.730769231,0.423076923,0.346153846,0.153846154,0.346153846,0.269230769,0.307692308,0.269230769,0.576923077,3.423076923
3.576923077,0.230769231,0.307692308,0.461538462,0.384615385,0.269230769,3.730769231,0.153846154,0.461538462,0.307692308,0.307692308,0.384615385,0.038461538,0.153846154,0.538461538,3.5
3.576923077,0.346153846,0.346153846,0.423076923,0.307692308,0.307692308,3.769230769,0.076923077,0.115384615,0.0,-0.038461538,0.192307692,0.346153846,0.076923077,0.538461538,3.307692308
3.576923077,0.230769231,0.384615385,0.269230769,0.269230769,0.307692308,3.769230769,0.230769231,0.153846154,0.230769231,0.192307692,0.576923077,0.346153846,0.192307692,0.615384615,3.423076923
3.576923077,0.461538462,0.5,0.461538462,0.384615385,0.346153846,3.769230769,0.269230769,0.230769231,0.269230769,0.153846154,0.5,0.307692308,0.153846154,0.538461538,3.423076923
3.586206897,0.448275862,0.344827586,0.379310345,0.448275862,0.310344828,3.517241379,0.172413793,0.413793103,0.344827586,0.413793103,0.655172414,0.344827586,0.379310345,0.689655172,3.620689655
3.586206897,0.551724138,0.310344828,0.344827586,0.413793103,0.275862069,3.655172414,0.310344828,0.379310345,0.275862069,0.206896552,0.75862069,0.482758621,0.172413793,0.620689655,3.448275862
3.586206897,0.482758621,0.310344828,0.620689655,0.379310345,0.448275862,3.689655172,0.551724138,0.344827586,0.310344828,0.344827586,0.551724138,0.310344828,0.310344828,0.413793103,3.448275862
3.586206897,0.551724138,0.137931034,0.24137931,0.379310345,0.0,3.586206897,0.413793103,0.310344828,0.206896552,0.344827586,0.103448276,0.24137931,0.24137931,0.068965517,3.344827586
3.586206897,0.413793103,0.344827586,0.206896552,0.0,0.310344828,3.551724138,0.517241379,0.517241379,0.172413793,0.275862069,0.689655172,0.103448276,0.206896552,0.482758621,3.551724138
3.586206897,0.517241379,0.344827586,0.413793103,0.310344828,0.379310345,3.724137931,0.206896552,0.103448276,0.310344828,0.344827586,0.551724138,0.275862069,0.413793103,0.517241379,3.344827586
3.588235294,0.382352941,0.352941176,0.147058824,0.117647059,0.264705882,3.588235294,0.323529412,0.205882353,0.117647059,0.382352941,0.382352941,0.235294118,0.235294118,0.470588235,3.470588235
3.588235294,0.558823529,0.323529412,0.176470588,0.205882353,0.235294118,3.588235294,0.411764706,0.323529412,0.117647059,0.352941176,0.352941176,0.147058824,0.235294118,0.588235294,3.529411765
3.588235294,0.441176471,0.470588235,0.470588235,0.5,0.176470588,3.705882353,0.441176471,0.352941176,0.294117647,0.352941176,0.529411765,0.470588235,0.264705882,0.441176471,3.470588235
3.588235294,0.411764706,0.441176471,0.588235294,0.558823529,0.529411765,3.617647059,0.323529412,0.323529412,0.323529412,0.382352941,0.558823529,0.382352941,0.294117647,0.588235294,3.441176471
3.588235294,0.5,0.441176471,0.323529412,0.235294118,0.058823529,3.5,0.411764706,0.382352941,0.235294118,0.264705882,0.794117647,0.235294118,0.323529412,0.411764706,3.441176471
3.588235294,0.264705882,0.264705882,0.411764706,0.382352941,0.352941176,3.558823529,0.382352941,0.323529412,0.205882353,0.205882353,0.647058824,0.294117647,0.176470588,0.5,3.441176471
3.588235294,0.411764706,0.411764706,0.382352941,0.411764706,0.264705882,3.676470588,0.294117647,0.323529412,0.294117647,0.5,0.676470588,0.264705882,0.352941176,0.617647059,3.470588235
3.588235294,0.352941176,0.352941176,0.529411765,0.323529412,0.352941176,3.647058824,0.323529412,0.382352941,0.294117647,0.441176471,0.588235294,0.470588235,0.382352941,0.5,3.5
3.588235294,0.294117647,0.5,0.558823529,0.294117647,0.205882353,3.882352941,0.176470588,0.323529412,0.323529412,0.264705882,0.5,0.058823529,0.294117647,0.5,3.558823529
3.6,0.2,0.228571429,-0.4,-0.028571429,0.057142857,3.257142857,0.485714286,0.428571429,0.457142857,0.371428571,0.514285714,0.342857143,0.4,0.571428571,3.514285714
3.6,0.371428571,0.085714286,0.428571429,0.228571429,0.514285714,3.542857143,-0.257142857,0.228571429,0.057142857,0.114285714,0.628571429,0.257142857,-0.028571429,0.685714286,3.657142857
3.6,0.628571429,0.085714286,0.457142857,0.171428571,0.2,3.685714286,0.457142857,0.314285714,0.4,0.2,0.142857143,0.4,0.228571429,0.657142857,3.542857143
3.6,0.4,0.485714286,0.428571429,0.428571429,0.257142857,3.714285714,0.228571429,0.314285714,-0.028571429,0.228571429,0.371428571,-0.057142857,-0.057142857,0.685714286,3.371428571
3.607142857,0.392857143,0.321428571,0.535714286,0.357142857,0.107142857,3.5,0.285714286,0.285714286,0.107142857,0.214285714,0.464285714,0.0,0.142857143,0.678571429,3.607142857
3.607142857,0.464285714,0.357142857,0.535714286,0.464285714,0.607142857,3.571428571,0.107142857,0.285714286,0.321428571,0.035714286,0.571428571,0.392857143,-0.035714286,0.607142857,3.464285714
3.607142857,0.642857143,0.535714286,0.464285714,0.392857143,0.321428571,3.75,0.0,0.321428571,0.071428571,0.035714286,0.75,0.178571429,-0.071428571,0.678571429,3.178571429
3.607142857,0.535714286,0.535714286,0.5,0.321428571,0.464285714,3.714285714,0.321428571,0.214285714,0.357142857,0.321428571,0.607142857,0.357142857,0.214285714,0.607142857,3.357142857
3.607142857,0.5,0.535714286,0.607142857,0.464285714,0.392857143,3.678571429,0.214285714,0.142857143,0.107142857,0.142857143,0.5,0.285714286,0.25,0.535714286,3.357142857
3.607142857,0.535714286,0.571428571,0.357142857,0.464285714,0.607142857,3.75,0.321428571,0.392857143,0.178571429,0.142857143,0.464285714,0.142857143,0.0,0.321428571,3.392857143
3.615384615,0.230769231,0.307692308,0.307692308,0.230769231,0.307692308,3.461538462,0.461538462,0.346153846,0.269230769,0.269230769,0.615384615,0.307692308,0.230769231,0.461538462,3.538461538
3.615384615,0.346153846,0.230769231,0.461538462,0.384615385,0.384615385,3.576923077,0.230769231,0.115384615,0.076923077,-0.038461538,0.269230769,0.153846154,0.346153846,0.461538462,3.423076923
3.615384615,0.5,0.5,0.153846154,0.384615385,0.5,3.653846154,0.5,0.384615385,0.307692308,0.307692308,0.615384615,0.230769231,0.346153846,0.423076923,3.576923077
3.615384615,0.461538462,0.423076923,0.269230769,0.230769231,0.230769231,3.692307692,0.346153846,0.269230769,0.269230769,0.230769231,0.384615385,0.153846154,0.346153846,0.423076923,3.538461538
3.615384615,0.423076923,0.461538462,0.346153846,0.384615385,0.192307692,3.730769231,-0.038461538,0.076923077,0.153846154,0.307692308,0.615384615,0.346153846,0.076923077,0.5,3.461538462
3.615384615,0.615384615,0.384615385,0.115384615,0.115384615,0.346153846,3.807692308,0.423076923,0.346153846,0.307692308,0.384615385,0.615384615,0.230769231,0.307692308,0.692307692,3.576923077
3.615384615,0.461538462,0.5,0.576923077,0.461538462,0.538461538,3.884615385,0.230769231,0.307692308,0.115384615,0.192307692,0.384615385,0.346153846,-0.076923077,0.384615385,3.423076923
3.615384615,0.346153846,0.307692308,0.615384615,0.192307692,0.346153846,3.461538462,0.615384615,0.5,0.5,0.423076923,0.653846154,0.461538462,0.5,0.307692308,3.653846154
3.615384615,0.423076923,0.307692308,0.384615385,0.346153846,0.346153846,3.461538462,0.269230769,0.230769231,0.269230769,0.076923077,0.384615385,0.269230769,0.153846154,0.538461538,3.461538462
3.615384615,0.576923077,0.384615385,0.153846154,0.192307692,0.423076923,3.576923077,0.115384615,0.230769231,-0.153846154,0.038461538,0.653846154,0.192307692,0.115384615,0.5,3.538461538
3.615384615,0.461538462,0.346153846,0.192307692,0.5,0.115384615,3.576923077,0.192307692,0.192307692,0.153846154,0.307692308,0.192307692,0.153846154,0.076923077,0.461538462,3.5
3.615384615,0.461538462,0.346153846,0.384615385,0.269230769,0.307692308,3.576923077,0.230769231,0.384615385,0.307692308,0.307692308,0.384615385,0.230769231,0.076923077,0.384615385,3.538461538
3.615384615,0.653846154,0.346153846,0.615384615,0.423076923,0.538461538,3.653846154,0.461538462,0.423076923,0.423076923,0.5,0.423076923,0.5,0.307692308,0.5,3.538461538
3.615384615,0.269230769,0.384615385,0.423076923,0.384615385,0.346153846,3.653846154,0.461538462,0.461538462,0.230769231,0.307692308,0.346153846,0.192307692,0.346153846,0.538461538,3.576923077
3.615384615,0.423076923,0.5,0.269230769,0.461538462,0.384615385,3.692307692,0.307692308,0.423076923,0.192307692,0.346153846,0.307692308,0.307692308,0.307692308,0.461538462,3.615384615
3.615384615,0.538461538,0.230769231,0.5,0.423076923,0.153846154,3.692307692,0.461538462,0.153846154,0.076923077,0.076923077,0.0,0.269230769,0.192307692,0.615384615,3.461538462
3.615384615,0.346153846,0.307692308,0.576923077,0.307692308,0.346153846,3.692307692,0.307692308,0.307692308,0.269230769,0.307692308,0.076923077,0.384615385,0.153846154,0.576923077,3.538461538
3.615384615,0.307692308,0.192307692,0.423076923,0.307692308,0.192307692,3.730769231,0.038461538,0.461538462,-0.038461538,0.230769231,0.576923077,0.115384615,0.192307692,0.461538462,3.423076923
3.615384615,0.5,0.461538462,0.307692308,0.423076923,0.538461538,3.923076923,-0.115384615,0.153846154,-0.153846154,-0.192307692,0.653846154,0.230769231,-0.192307692,0.538461538,3.5
3.615384615,0.769230769,0.423076923,0.346153846,0.423076923,0.653846154,3.923076923,0.115384615,0.153846154,0.269230769,0.346153846,0.230769231,0.307692308,0.192307692,0.423076923,3.538461538
3.615384615,0.307692308,0.230769231,0.384615385,0.115384615,0.153846154,3.730769231,0.730769231,0.538461538,0.576923077,0.5,0.692307692,0.423076923,0.538461538,0.653846154,3.653846154
3.615384615,0.192307692,0.5,0.269230769,0.346153846,0.461538462,3.576923077,0.461538462,0.346153846,0.384615385,0.538461538,0.846153846,0.461538462,0.346153846,0.769230769,3.961538462
3.615384615,0.346153846,0.461538462,0.346153846,0.269230769,0.0,3.653846154,0.384615385,0.423076923,0.153846154,0.269230769,0.461538462,0.230769231,0.153846154,0.576923077,3.5
3.615384615,0.384615385,0.423076923,0.423076923,0.5,0.346153846,3.576923077,0.538461538,0.461538462,0.384615385,0.423076923,0.615384615,0.384615385,0.346153846,0.615384615,3.5
3.615384615,0.423076923,0.269230769,0.384615385,0.461538462,0.346153846,3.384615385,0.423076923,0.269230769,0.269230769,0.307692308,0.384615385,0.269230769,0.269230769,0.538461538,3.576923077
3.617647059,0.411764706,0.441176471,0.352941176,0.411764706,0.147058824,3.588235294,0.382352941,0.176470588,0.264705882,0.294117647,0.558823529,0.411764706,0.235294118,0.470588235,3.676470588
3.617647059,0.5,0.411764706,0.441176471,0.294117647,0.352941176,3.764705882,0.264705882,0.411764706,0.235294118,0.352941176,0.558823529,0.176470588,0.352941176,0.617647059,3.411764706
3.617647059,0.470588235,0.352941176,0.5,0.352941176,0.205882353,3.647058824,0.205882353,0.323529412,0.323529412,0.323529412,0.617647059,0.323529412,0.205882353,0.529411765,3.588235294
3.617647059,0.441176471,0.264705882,0.676470588,0.235294118,0.441176471,3.617647059,0.205882353,0.294117647,0.205882353,0.352941176,0.529411765,0.264705882,0.235294118,0.647058824,3.705882353
3.620689655,0.448275862,0.482758621,0.482758621,0.310344828,0.448275862,3.862068966,0.586206897,0.344827586,0.310344828,0.275862069,0.655172414,-0.068965517,0.137931034,0.586206897,3.620689655
3.620689655,0.517241379,0.448275862,0.275862069,0.379310345,0.448275862,3.75862069,0.206896552,0.275862069,0.275862069,0.344827586,0.482758621,0.379310345,0.310344828,0.517241379,3.482758621
3.620689655,0.310344828,0.206896552,0.413793103,0.137931034,0.206896552,3.75862069,0.310344828,0.344827586,0.206896552,0.310344828,0.448275862,0.275862069,0.137931034,0.344827586,3.551724138
3.620689655,0.482758621,0.275862069,0.448275862,0.275862069,0.24137931,3.551724138,0.413793103,0.379310345,0.344827586,0.482758621,0.620689655,0.24137931,0.344827586,0.655172414,3.551724138
3.620689655,0.655172414,0.206896552,0.275862069,0.275862069,0.275862069,3.75862069,0.206896552,0.24137931,0.206896552,0.344827586,0.586206897,0.275862069,0.068965517,0.448275862,3.448275862
3.620689655,0.551724138,0.344827586,0.448275862,0.310344828,0.310344828,3.896551724,0.344827586,0.24137931,0.24137931,0.172413793,0.689655172,0.137931034,0.034482759,0.586206897,3.517241379
3.620689655,0.275862069,0.24137931,0.482758621,0.482758621,0.448275862,3.517241379,0.275862069,0.24137931,0.24137931,0.24137931,0.75862069,0.275862069,0.24137931,0.551724138,3.482758621
3.620689655,0.655172414,0.482758621,0.379310345,0.310344828,0.206896552,3.620689655,0.172413793,0.413793103,0.137931034,0.344827586,0.620689655,0.206896552,0.068965517,0.482758621,3.448275862
3.620689655,0.379310345,0.344827586,0.344827586,0.24137931,0.172413793,3.655172414,0.379310345,0.586206897,0.310344828,0.344827586,0.379310345,0.482758621,0.379310345,0.655172414,3.75862069
3.628571429,0.685714286,0.4,0.314285714,0.2,0.171428571,3.628571429,-0.057142857,0.257142857,-0.057142857,0.2,0.6,0.257142857,0.0,0.571428571,3.485714286
3.628571429,0.542857143,0.4,0.514285714,0.4,0.228571429,3.714285714,0.057142857,0.171428571,-0.057142857,0.257142857,0.342857143,0.342857143,-0.085714286,0.514285714,3.171428571
